선거구코드,시구군코드,시구군,시도,기호,정당,후보명,1위,17년 유권자평균연령,유권자평균교육연수,17년제곱미터당가격,평균 보험료,후보별 득표율,후보별 득표수
2705,27230,대구 북구,대구,2,새누리당,홍준표,홍준표,46.6 ,12.61032203,282.7554919,87788,44.05,121368
2705,27230,대구 북구,대구,3,국민의당,안철수,홍준표,46.6 ,12.61032203,282.7554919,87788,15.37,42369
2705,27230,대구 북구,대구,4,바른정당,유승민,홍준표,46.6 ,12.61032203,282.7554919,87788,12.31,33915
2705,27230,대구 북구,대구,5,정의당,심상정,홍준표,46.6 ,12.61032203,282.7554919,87788,5.02,13833
2706,27260,대구 수성구,대구,1,더불어민주당,문재인,홍준표,47.5 ,13.74218338,384.356742,120690,22.82,64922
2706,27260,대구 수성구,대구,2,새누리당,홍준표,홍준표,47.5 ,13.74218338,384.356742,120690,43.26,123074
2706,27260,대구 수성구,대구,3,국민의당,안철수,홍준표,47.5 ,13.74218338,384.356742,120690,15.36,43698
2706,27260,대구 수성구,대구,4,바른정당,유승민,홍준표,47.5 ,13.74218338,384.356742,120690,13.57,38613
2706,27260,대구 수성구,대구,5,정의당,심상정,홍준표,47.5 ,13.74218338,384.356742,120690,4.49,12778
2707,27290,대구 달서구,대구,1,더불어민주당,문재인,홍준표,46.3 ,12.81762831,299.1941801,92937,22.17,82726
2707,27290,대구 달서구,대구,2,새누리당,홍준표,홍준표,46.3 ,12.81762831,299.1941801,92937,44.43,165781
2707,27290,대구 달서구,대구,3,국민의당,안철수,홍준표,46.3 ,12.81762831,299.1941801,92937,15.53,57956
2707,27290,대구 달서구,대구,4,바른정당,유승민,홍준표,46.3 ,12.81762831,299.1941801,92937,12.21,45593
2707,27290,대구 달서구,대구,5,정의당,심상정,홍준표,46.3 ,12.81762831,299.1941801,92937,5.04,18805
2708,27710,대구 달성군,대구,1,더불어민주당,문재인,홍준표,46.3 ,12.1017616,224.2137985,83833,23.13,31753
2708,27710,대구 달성군,대구,2,새누리당,홍준표,홍준표,46.3 ,12.1017616,224.2137985,83833,43.73,60032
2708,27710,대구 달성군,대구,3,국민의당,안철수,홍준표,46.3 ,12.1017616,224.2137985,83833,15.6,21427
2708,27710,대구 달성군,대구,4,바른정당,유승민,홍준표,46.3 ,12.1017616,224.2137985,83833,11.63,15964
2708,27710,대구 달성군,대구,5,정의당,심상정,홍준표,46.3 ,12.1017616,224.2137985,83833,5.3,7287
2801,28110,인천 중구,인천,1,더불어민주당,문재인,문재인,47.8 ,12.63009255,288.5153304,87453,40.63,28030
2801,28110,인천 중구,인천,2,새누리당,홍준표,문재인,47.8 ,12.63009255,288.5153304,87453,23.39,16139
2801,28110,인천 중구,인천,3,국민의당,안철수,문재인,47.8 ,12.63009255,288.5153304,87453,22.32,15405
2801,28110,인천 중구,인천,4,바른정당,유승민,문재인,47.8 ,12.63009255,288.5153304,87453,6.08,4196
2801,28110,인천 중구,인천,5,정의당,심상정,문재인,47.8 ,12.63009255,288.5153304,87453,7.01,4837
2802,28140,인천 동구,인천,1,더불어민주당,문재인,문재인,49.9 ,11.44921754,263.8526196,78213,37.1,16501
2802,28140,인천 동구,인천,2,새누리당,홍준표,문재인,49.9 ,11.44921754,263.8526196,78213,25.73,11446
2802,28140,인천 동구,인천,3,국민의당,안철수,문재인,49.9 ,11.44921754,263.8526196,78213,23.56,10479
2802,28140,인천 동구,인천,4,바른정당,유승민,문재인,49.9 ,11.44921754,263.8526196,78213,5.58,2484
2802,28140,인천 동구,인천,5,정의당,심상정,문재인,49.9 ,11.44921754,263.8526196,78213,7.41,3296
2803,28170,인천 남구,인천,1,더불어민주당,문재인,문재인,47.3 ,12.17435658,242.9224094,77432,38.07,96338
2803,28170,인천 남구,인천,2,새누리당,홍준표,문재인,47.3 ,12.17435658,242.9224094,77432,23.95,60603
2803,28170,인천 남구,인천,3,국민의당,안철수,문재인,47.3 ,12.17435658,242.9224094,77432,24.12,61034
2803,28170,인천 남구,인천,4,바른정당,유승민,문재인,47.3 ,12.17435658,242.9224094,77432,6.16,15593
2803,28170,인천 남구,인천,5,정의당,심상정,문재인,47.3 ,12.17435658,242.9224094,77432,7.18,18179
2804,28185,인천 연수구,인천,1,더불어민주당,문재인,문재인,44.9 ,13.50642747,359.7754273,111355,41.38,85853
2804,28185,인천 연수구,인천,2,새누리당,홍준표,문재인,44.9 ,13.50642747,359.7754273,111355,20.2,41920
2804,28185,인천 연수구,인천,3,국민의당,안철수,문재인,44.9 ,13.50642747,359.7754273,111355,23.21,48166
2804,28185,인천 연수구,인천,4,바른정당,유승민,문재인,44.9 ,13.50642747,359.7754273,111355,7.67,15928
2804,28185,인천 연수구,인천,5,정의당,심상정,문재인,44.9 ,13.50642747,359.7754273,111355,7.04,14622
2805,28200,인천 남동구,인천,1,더불어민주당,문재인,문재인,45.9 ,12.67716889,281.3352405,86236,41.73,136132
2805,28200,인천 남동구,인천,2,새누리당,홍준표,문재인,45.9 ,12.67716889,281.3352405,86236,20.28,66178
2805,28200,인천 남동구,인천,3,국민의당,안철수,문재인,45.9 ,12.67716889,281.3352405,86236,23.81,77693
2805,28200,인천 남동구,인천,4,바른정당,유승민,문재인,45.9 ,12.67716889,281.3352405,86236,6.54,21335
2805,28200,인천 남동구,인천,5,정의당,심상정,문재인,45.9 ,12.67716889,281.3352405,86236,7.12,23230
2806,28237,인천 부평구,인천,1,더불어민주당,문재인,문재인,46.2 ,12.52340461,300.5391575,85531,42.68,146859
2806,28237,인천 부평구,인천,2,새누리당,홍준표,문재인,46.2 ,12.52340461,300.5391575,85531,19.34,66560
2806,28237,인천 부평구,인천,3,국민의당,안철수,문재인,46.2 ,12.52340461,300.5391575,85531,24,82590
2806,28237,인천 부평구,인천,4,바른정당,유승민,문재인,46.2 ,12.52340461,300.5391575,85531,6.32,21769
2806,28237,인천 부평구,인천,5,정의당,심상정,문재인,46.2 ,12.52340461,300.5391575,85531,7.15,24630
2807,28245,인천 계양구,인천,1,더불어민주당,문재인,문재인,45.4 ,12.57906366,268.8800383,82285,43.35,88890
2807,28245,인천 계양구,인천,2,새누리당,홍준표,문재인,45.4 ,12.57906366,268.8800383,82285,18.16,37234
2807,28245,인천 계양구,인천,3,국민의당,안철수,문재인,45.4 ,12.57906366,268.8800383,82285,23.71,48622
2807,28245,인천 계양구,인천,4,바른정당,유승민,문재인,45.4 ,12.57906366,268.8800383,82285,6.54,13418
2807,28245,인천 계양구,인천,5,정의당,심상정,문재인,45.4 ,12.57906366,268.8800383,82285,7.7,15790
2808,28260,인천 서구,인천,1,더불어민주당,문재인,문재인,45.0 ,12.73673353,283.3310764,89041,43.32,132399
2808,28260,인천 서구,인천,2,새누리당,홍준표,문재인,45.0 ,12.73673353,283.3310764,89041,18.4,56236
2808,28260,인천 서구,인천,3,국민의당,안철수,문재인,45.0 ,12.73673353,283.3310764,89041,23.64,72248
2808,28260,인천 서구,인천,4,바른정당,유승민,문재인,45.0 ,12.73673353,283.3310764,89041,6.82,20860
2808,28260,인천 서구,인천,5,정의당,심상정,문재인,45.0 ,12.73673353,283.3310764,89041,7.33,22418
2809,28710,인천 강화군,인천,1,더불어민주당,문재인,홍준표,55.6 ,10.57271702,149.4544109,78399,27.86,12153
2809,28710,인천 강화군,인천,2,새누리당,홍준표,홍준표,55.6 ,10.57271702,149.4544109,78399,39.07,17041
2809,28710,인천 강화군,인천,3,국민의당,안철수,홍준표,55.6 ,10.57271702,149.4544109,78399,21.91,9559
2809,28710,인천 강화군,인천,4,바른정당,유승민,홍준표,55.6 ,10.57271702,149.4544109,78399,5.12,2233
2809,28710,인천 강화군,인천,5,정의당,심상정,홍준표,55.6 ,10.57271702,149.4544109,78399,5.19,2267
2810,28720,인천 옹진군,인천,1,더불어민주당,문재인,홍준표,51.5 ,11.07264613,91.60008591,73258,27.02,3935
2810,28720,인천 옹진군,인천,2,새누리당,홍준표,홍준표,51.5 ,11.07264613,91.60008591,73258,40.06,5834
2810,28720,인천 옹진군,인천,3,국민의당,안철수,홍준표,51.5 ,11.07264613,91.60008591,73258,21.23,3092
2810,28720,인천 옹진군,인천,4,바른정당,유승민,홍준표,51.5 ,11.07264613,91.60008591,73258,6,875
2810,28720,인천 옹진군,인천,5,정의당,심상정,홍준표,51.5 ,11.07264613,91.60008591,73258,4.5,656
2901,29110,광주 동구,광주,1,더불어민주당,문재인,문재인,50.0 ,12.8377802,232.4842284,82438,56.05,37053
2901,29110,광주 동구,광주,2,새누리당,홍준표,문재인,50.0 ,12.8377802,232.4842284,82438,1.97,1308
2901,29110,광주 동구,광주,3,국민의당,안철수,문재인,50.0 ,12.8377802,232.4842284,82438,35.45,23438
2901,29110,광주 동구,광주,4,바른정당,유승민,문재인,50.0 ,12.8377802,232.4842284,82438,2.07,1372
2901,29110,광주 동구,광주,5,정의당,심상정,문재인,50.0 ,12.8377802,232.4842284,82438,4.03,2665
2902,29140,광주 서구,광주,1,더불어민주당,문재인,문재인,45.9 ,13.2732028,278.7989964,93282,60.76,124183
2902,29140,광주 서구,광주,2,새누리당,홍준표,문재인,45.9 ,13.2732028,278.7989964,93282,1.55,3182
2902,29140,광주 서구,광주,3,국민의당,안철수,문재인,45.9 ,13.2732028,278.7989964,93282,30.44,62218
2902,29140,광주 서구,광주,4,바른정당,유승민,문재인,45.9 ,13.2732028,278.7989964,93282,2.26,4627
2902,29140,광주 서구,광주,5,정의당,심상정,문재인,45.9 ,13.2732028,278.7989964,93282,4.52,9247
2903,29155,광주 남구,광주,1,더불어민주당,문재인,문재인,47.8 ,12.97508209,248.5253029,91068,58.82,85642
2903,29155,광주 남구,광주,2,새누리당,홍준표,문재인,47.8 ,12.97508209,248.5253029,91068,1.73,2521
2903,29155,광주 남구,광주,3,국민의당,안철수,문재인,47.8 ,12.97508209,248.5253029,91068,32.73,47663
2903,29155,광주 남구,광주,4,바른정당,유승민,문재인,47.8 ,12.97508209,248.5253029,91068,2.11,3085
2903,29155,광주 남구,광주,5,정의당,심상정,문재인,47.8 ,12.97508209,248.5253029,91068,4.12,6013
2904,29170,광주 북구,광주,1,더불어민주당,문재인,문재인,46.4 ,13.02212246,228.2438266,83019,61.06,177850
2904,29170,광주 북구,광주,2,새누리당,홍준표,문재인,46.4 ,13.02212246,228.2438266,83019,1.45,4241
2904,29170,광주 북구,광주,3,국민의당,안철수,문재인,46.4 ,13.02212246,228.2438266,83019,30.38,88501
2904,29170,광주 북구,광주,4,바른정당,유승민,문재인,46.4 ,13.02212246,228.2438266,83019,2.15,6274
2904,29170,광주 북구,광주,5,정의당,심상정,문재인,46.4 ,13.02212246,228.2438266,83019,4.53,13206
2905,29200,광주 광산구,광주,1,더불어민주당,문재인,문재인,44.1 ,12.98519851,255.8575228,87278,64.27,159119
2905,29200,광주 광산구,광주,2,새누리당,홍준표,문재인,44.1 ,12.98519851,255.8575228,87278,1.46,3630
2905,29200,광주 광산구,광주,3,국민의당,안철수,문재인,44.1 ,12.98519851,255.8575228,87278,26.42,65402
2905,29200,광주 광산구,광주,4,바른정당,유승민,문재인,44.1 ,12.98519851,255.8575228,87278,2.22,5504
2905,29200,광주 광산구,광주,5,정의당,심상정,문재인,44.1 ,12.98519851,255.8575228,87278,5.08,12588
3001,30110,대전 동구,대전,1,더불어민주당,문재인,문재인,48.2 ,12.20371769,221.4947058,75492,40.21,57580
3001,30110,대전 동구,대전,2,새누리당,홍준표,문재인,48.2 ,12.20371769,221.4947058,75492,23.05,33015
3001,30110,대전 동구,대전,3,국민의당,안철수,문재인,48.2 ,12.20371769,221.4947058,75492,24.25,34729
3001,30110,대전 동구,대전,4,바른정당,유승민,문재인,48.2 ,12.20371769,221.4947058,75492,5.4,7746
3001,30110,대전 동구,대전,5,정의당,심상정,문재인,48.2 ,12.20371769,221.4947058,75492,6.54,9376
3002,30140,대전 중구,대전,1,더불어민주당,문재인,문재인,48.4 ,12.55209736,244.1692656,84161,39.62,62115
3002,30140,대전 중구,대전,2,새누리당,홍준표,문재인,48.4 ,12.55209736,244.1692656,84161,24.02,37657
3002,30140,대전 중구,대전,3,국민의당,안철수,문재인,48.4 ,12.55209736,244.1692656,84161,23.92,37504
3002,30140,대전 중구,대전,4,바른정당,유승민,문재인,48.4 ,12.55209736,244.1692656,84161,5.66,8885
3002,30140,대전 중구,대전,5,정의당,심상정,문재인,48.4 ,12.55209736,244.1692656,84161,6.24,9795
3003,30170,대전 서구,대전,1,더불어민주당,문재인,문재인,45.3 ,13.46718702,267.6335827,93769,43.56,133604
3003,30170,대전 서구,대전,2,새누리당,홍준표,문재인,45.3 ,13.46718702,267.6335827,93769,19.43,59593
3003,30170,대전 서구,대전,3,국민의당,안철수,문재인,45.3 ,13.46718702,267.6335827,93769,23.06,70732
3003,30170,대전 서구,대전,4,바른정당,유승민,문재인,45.3 ,13.46718702,267.6335827,93769,6.55,20091
3003,30170,대전 서구,대전,5,정의당,심상정,문재인,45.3 ,13.46718702,267.6335827,93769,6.97,21396
3004,30200,대전 유성구,대전,1,더불어민주당,문재인,문재인,43.9 ,14.62301773,303.815376,115087,47.51,103313
3004,30200,대전 유성구,대전,2,새누리당,홍준표,문재인,43.9 ,14.62301773,303.815376,115087,16.3,35445
3004,30200,대전 유성구,대전,3,국민의당,안철수,문재인,43.9 ,14.62301773,303.815376,115087,21.65,47081
3004,30200,대전 유성구,대전,4,바른정당,유승민,문재인,43.9 ,14.62301773,303.815376,115087,7.42,16145
3004,30200,대전 유성구,대전,5,정의당,심상정,문재인,43.9 ,14.62301773,303.815376,115087,6.77,14723
3005,30230,대전 대덕구,대전,1,더불어민주당,문재인,문재인,46.9 ,12.34886191,200.6806576,81522,40.52,47933
3005,30230,대전 대덕구,대전,2,새누리당,홍준표,문재인,46.9 ,12.34886191,200.6806576,81522,21.7,25666
3005,30230,대전 대덕구,대전,3,국민의당,안철수,문재인,46.9 ,12.34886191,200.6806576,81522,24.28,28723
3005,30230,대전 대덕구,대전,4,바른정당,유승민,문재인,46.9 ,12.34886191,200.6806576,81522,5.87,6953
3005,30230,대전 대덕구,대전,5,정의당,심상정,문재인,46.9 ,12.34886191,200.6806576,81522,7.08,8379
3101,31110,울산 중구,울산,1,더불어민주당,문재인,문재인,46.6 ,12.46396754,284.5370355,108218,36.25,56657
3101,31110,울산 중구,울산,2,새누리당,홍준표,문재인,46.6 ,12.46396754,284.5370355,108218,30.47,47625
3101,31110,울산 중구,울산,3,국민의당,안철수,문재인,46.6 ,12.46396754,284.5370355,108218,16.93,26458
3101,31110,울산 중구,울산,4,바른정당,유승민,문재인,46.6 ,12.46396754,284.5370355,108218,7.93,12399
3101,31110,울산 중구,울산,5,정의당,심상정,문재인,46.6 ,12.46396754,284.5370355,108218,7.87,12307
3102,31140,울산 남구,울산,1,더불어민주당,문재인,문재인,45.3 ,13.03500996,339.1744488,115036,36.89,80662
3102,31140,울산 남구,울산,2,새누리당,홍준표,문재인,45.3 ,13.03500996,339.1744488,115036,28.96,63331
3102,31140,울산 남구,울산,3,국민의당,안철수,문재인,45.3 ,13.03500996,339.1744488,115036,17.85,39040
3102,31140,울산 남구,울산,4,바른정당,유승민,문재인,45.3 ,13.03500996,339.1744488,115036,8.47,18536
3102,31140,울산 남구,울산,5,정의당,심상정,문재인,45.3 ,13.03500996,339.1744488,115036,7.35,16078
3103,31170,울산 동구,울산,1,더불어민주당,문재인,문재인,45.2 ,12.31068047,309.9718051,112529,41.42,44931
3103,31170,울산 동구,울산,2,새누리당,홍준표,문재인,45.2 ,12.31068047,309.9718051,112529,21.85,23701
3103,31170,울산 동구,울산,3,국민의당,안철수,문재인,45.2 ,12.31068047,309.9718051,112529,17.78,19290
3103,31170,울산 동구,울산,4,바른정당,유승민,문재인,45.2 ,12.31068047,309.9718051,112529,7.68,8337
3103,31170,울산 동구,울산,5,정의당,심상정,문재인,45.2 ,12.31068047,309.9718051,112529,10.68,11590
3104,31200,울산 북구,울산,1,더불어민주당,문재인,문재인,44.0 ,12.70073606,241.8515048,122975,42.53,52058
3104,31200,울산 북구,울산,2,새누리당,홍준표,문재인,44.0 ,12.70073606,241.8515048,122975,21.73,26596
3104,31200,울산 북구,울산,3,국민의당,안철수,문재인,44.0 ,12.70073606,241.8515048,122975,16.43,20115
3104,31200,울산 북구,울산,4,바른정당,유승민,문재인,44.0 ,12.70073606,241.8515048,122975,8.17,10004
3104,31200,울산 북구,울산,5,정의당,심상정,문재인,44.0 ,12.70073606,241.8515048,122975,10.55,12916
3105,31710,울산 울주군,울산,1,더불어민주당,문재인,문재인,47.4 ,12.32997959,248.3724435,96435,35.75,48486
3105,31710,울산 울주군,울산,2,새누리당,홍준표,문재인,47.4 ,12.32997959,248.3724435,96435,31.22,42349
3105,31710,울산 울주군,울산,3,국민의당,안철수,문재인,47.4 ,12.32997959,248.3724435,96435,17.41,23617
3105,31710,울산 울주군,울산,4,바른정당,유승민,문재인,47.4 ,12.32997959,248.3724435,96435,8.12,11013
3105,31710,울산 울주군,울산,5,정의당,심상정,문재인,47.4 ,12.32997959,248.3724435,96435,6.85,9296
4101,41111,경기 수원시장안구,경기,1,더불어민주당,문재인,문재인,45.3 ,13.13595182,339.6035825,95579,42.79,81392
4101,41111,경기 수원시장안구,경기,2,새누리당,홍준표,문재인,45.3 ,13.13595182,339.6035825,95579,19.52,37143
4101,41111,경기 수원시장안구,경기,3,국민의당,안철수,문재인,45.3 ,13.13595182,339.6035825,95579,22.78,43344
4101,41111,경기 수원시장안구,경기,4,바른정당,유승민,문재인,45.3 ,13.13595182,339.6035825,95579,7.24,13774
4101,41111,경기 수원시장안구,경기,5,정의당,심상정,문재인,45.3 ,13.13595182,339.6035825,95579,7.18,13660
4102,41113,경기 수원시권선구,경기,1,더불어민주당,문재인,문재인,44.5 ,12.96870909,336.1087393,90410,43.05,95263
4102,41113,경기 수원시권선구,경기,2,새누리당,홍준표,문재인,44.5 ,12.96870909,336.1087393,90410,19.34,42801
4102,41113,경기 수원시권선구,경기,3,국민의당,안철수,문재인,44.5 ,12.96870909,336.1087393,90410,23.07,51061
4102,41113,경기 수원시권선구,경기,4,바른정당,유승민,문재인,44.5 ,12.96870909,336.1087393,90410,6.99,15482
4102,41113,경기 수원시권선구,경기,5,정의당,심상정,문재인,44.5 ,12.96870909,336.1087393,90410,7.03,15573
4103,41115,경기 수원시팔달구,경기,1,더불어민주당,문재인,문재인,46.3 ,12.7372342,364.198697,86016,40.5,49814
4103,41115,경기 수원시팔달구,경기,2,새누리당,홍준표,문재인,46.3 ,12.7372342,364.198697,86016,22.59,27782
4103,41115,경기 수원시팔달구,경기,3,국민의당,안철수,문재인,46.3 ,12.7372342,364.198697,86016,22.95,28228
4103,41115,경기 수원시팔달구,경기,4,바른정당,유승민,문재인,46.3 ,12.7372342,364.198697,86016,6.68,8218
4103,41115,경기 수원시팔달구,경기,5,정의당,심상정,문재인,46.3 ,12.7372342,364.198697,86016,6.76,8315
4104,41117,경기 수원시영통구,경기,1,더불어민주당,문재인,문재인,42.2 ,14.3554654,445.9851255,131221,47.88,105181
4104,41117,경기 수원시영통구,경기,2,새누리당,홍준표,문재인,42.2 ,14.3554654,445.9851255,131221,15.18,33354
4104,41117,경기 수원시영통구,경기,3,국민의당,안철수,문재인,42.2 ,14.3554654,445.9851255,131221,21.33,46872
4104,41117,경기 수원시영통구,경기,4,바른정당,유승민,문재인,42.2 ,14.3554654,445.9851255,131221,8.4,18468
4104,41117,경기 수원시영통구,경기,5,정의당,심상정,문재인,42.2 ,14.3554654,445.9851255,131221,6.86,15086
4105,41131,경기 성남시수정구,경기,1,더불어민주당,문재인,문재인,46.8 ,12.23860264,437.1058002,72578,42.9,63867
4105,41131,경기 성남시수정구,경기,2,새누리당,홍준표,문재인,46.8 ,12.23860264,437.1058002,72578,19.07,28395
4105,41131,경기 성남시수정구,경기,3,국민의당,안철수,문재인,46.8 ,12.23860264,437.1058002,72578,24.69,36752
4105,41131,경기 성남시수정구,경기,4,바른정당,유승민,문재인,46.8 ,12.23860264,437.1058002,72578,6.25,9315
4105,41131,경기 성남시수정구,경기,5,정의당,심상정,문재인,46.8 ,12.23860264,437.1058002,72578,6.48,9649
4106,41133,경기 성남시중원구,경기,1,더불어민주당,문재인,문재인,46.7 ,12.14286573,395.930679,74643,42.89,62729
4106,41133,경기 성남시중원구,경기,2,새누리당,홍준표,문재인,46.7 ,12.14286573,395.930679,74643,19.07,27896
4106,41133,경기 성남시중원구,경기,3,국민의당,안철수,문재인,46.7 ,12.14286573,395.930679,74643,24.96,36512
4106,41133,경기 성남시중원구,경기,4,바른정당,유승민,문재인,46.7 ,12.14286573,395.930679,74643,5.81,8502
4106,41133,경기 성남시중원구,경기,5,정의당,심상정,문재인,46.7 ,12.14286573,395.930679,74643,6.56,9599
4107,41135,경기 성남시분당구,경기,1,더불어민주당,문재인,문재인,45.5 ,14.93255774,682.9212532,149059,41.47,139853
4107,41135,경기 성남시분당구,경기,2,새누리당,홍준표,문재인,45.5 ,14.93255774,682.9212532,149059,21.15,71332
4107,41135,경기 성남시분당구,경기,3,국민의당,안철수,문재인,45.5 ,14.93255774,682.9212532,149059,21.95,74040
4107,41135,경기 성남시분당구,경기,4,바른정당,유승민,문재인,45.5 ,14.93255774,682.9212532,149059,9,30351
4107,41135,경기 성남시분당구,경기,5,정의당,심상정,문재인,45.5 ,14.93255774,682.9212532,149059,6.05,20415
4108,41150,경기 의정부시,경기,1,더불어민주당,문재인,문재인,47.1 ,12.43244626,295.246813,80137,41.03,110580
4108,41150,경기 의정부시,경기,2,새누리당,홍준표,문재인,47.1 ,12.43244626,295.246813,80137,21.16,57027
4108,41150,경기 의정부시,경기,3,국민의당,안철수,문재인,47.1 ,12.43244626,295.246813,80137,24.12,65003
4108,41150,경기 의정부시,경기,4,바른정당,유승민,문재인,47.1 ,12.43244626,295.246813,80137,6.4,17254
4108,41150,경기 의정부시,경기,5,정의당,심상정,문재인,47.1 ,12.43244626,295.246813,80137,6.78,18284
4109,41171,경기 안양시만안구,경기,1,더불어민주당,문재인,문재인,46.6 ,12.70376843,351.9521983,87142,42.08,70454
4109,41171,경기 안양시만안구,경기,2,새누리당,홍준표,문재인,46.6 ,12.70376843,351.9521983,87142,21.02,35189
4109,41171,경기 안양시만안구,경기,3,국민의당,안철수,문재인,46.6 ,12.70376843,351.9521983,87142,23.1,38671
4109,41171,경기 안양시만안구,경기,4,바른정당,유승민,문재인,46.6 ,12.70376843,351.9521983,87142,6.56,10990
4109,41171,경기 안양시만안구,경기,5,정의당,심상정,문재인,46.6 ,12.70376843,351.9521983,87142,6.73,11275
4110,41173,경기 안양시동안구,경기,1,더불어민주당,문재인,문재인,45.3 ,13.82532232,496.2311278,109371,44.03,101278
4110,41173,경기 안양시동안구,경기,2,새누리당,홍준표,문재인,45.3 ,13.82532232,496.2311278,109371,18.72,43072
4110,41173,경기 안양시동안구,경기,3,국민의당,안철수,문재인,45.3 ,13.82532232,496.2311278,109371,22.59,51966
4110,41173,경기 안양시동안구,경기,4,바른정당,유승민,문재인,45.3 ,13.82532232,496.2311278,109371,7.64,17577
4110,41173,경기 안양시동안구,경기,5,정의당,심상정,문재인,45.3 ,13.82532232,496.2311278,109371,6.64,15294
4145,41190,경기 부천시,경기,1,더불어민주당,문재인,문재인,45.8 ,12.75446898,350.2953372,86953,44.23,239697
4145,41190,경기 부천시,경기,2,새누리당,홍준표,문재인,45.8 ,12.75446898,350.2953372,86953,18.55,100544
4145,41190,경기 부천시,경기,3,국민의당,안철수,문재인,45.8 ,12.75446898,350.2953372,86953,23.67,128297
4145,41190,경기 부천시,경기,4,바른정당,유승민,문재인,45.8 ,12.75446898,350.2953372,86953,6.29,34085
4145,41190,경기 부천시,경기,5,정의당,심상정,문재인,45.8 ,12.75446898,350.2953372,86953,6.78,36775
4114,41210,경기 광명시,경기,1,더불어민주당,문재인,문재인,46.3 ,12.879275,475.8654586,94003,44.91,97959
4114,41210,경기 광명시,경기,2,새누리당,홍준표,문재인,46.3 ,12.879275,475.8654586,94003,17.91,39081
4114,41210,경기 광명시,경기,3,국민의당,안철수,문재인,46.3 ,12.879275,475.8654586,94003,23.82,51958
4114,41210,경기 광명시,경기,4,바른정당,유승민,문재인,46.3 ,12.879275,475.8654586,94003,6.34,13835
4114,41210,경기 광명시,경기,5,정의당,심상정,문재인,46.3 ,12.879275,475.8654586,94003,6.57,14345
4115,41220,경기 평택시,경기,1,더불어민주당,문재인,문재인,46.2 ,12.31695625,263.1303009,90402,38.37,104574
4115,41220,경기 평택시,경기,2,새누리당,홍준표,문재인,46.2 ,12.31695625,263.1303009,90402,23.05,62827
4115,41220,경기 평택시,경기,3,국민의당,안철수,문재인,46.2 ,12.31695625,263.1303009,90402,23.5,64057
4115,41220,경기 평택시,경기,4,바른정당,유승민,문재인,46.2 ,12.31695625,263.1303009,90402,7.08,19321
4115,41220,경기 평택시,경기,5,정의당,심상정,문재인,46.2 ,12.31695625,263.1303009,90402,7.38,20128
4116,41630,경기 양주시,경기,1,더불어민주당,문재인,문재인,47.9 ,12.03508589,205.3723092,76545,38.33,46286
4116,41630,경기 양주시,경기,2,새누리당,홍준표,문재인,47.9 ,12.03508589,205.3723092,76545,24.63,29739
4116,41630,경기 양주시,경기,3,국민의당,안철수,문재인,47.9 ,12.03508589,205.3723092,76545,23.58,28469
4116,41630,경기 양주시,경기,4,바른정당,유승민,문재인,47.9 ,12.03508589,205.3723092,76545,6.29,7602
4116,41630,경기 양주시,경기,5,정의당,심상정,문재인,47.9 ,12.03508589,205.3723092,76545,6.56,7921
4117,41250,경기 동두천시,경기,1,더불어민주당,문재인,문재인,49.3 ,11.600414,200.5313852,69400,35.22,19444
4117,41250,경기 동두천시,경기,2,새누리당,홍준표,문재인,49.3 ,11.600414,200.5313852,69400,28.5,15733
4117,41250,경기 동두천시,경기,3,국민의당,안철수,문재인,49.3 ,11.600414,200.5313852,69400,23.2,12808
4117,41250,경기 동두천시,경기,4,바른정당,유승민,문재인,49.3 ,11.600414,200.5313852,69400,5.79,3201
4117,41250,경기 동두천시,경기,5,정의당,심상정,문재인,49.3 ,11.600414,200.5313852,69400,6.63,3662
4118,41271,경기 안산시상록구,경기,1,더불어민주당,문재인,문재인,44.7 ,12.69544895,286.7660404,81198,43.74,98564
4118,41271,경기 안산시상록구,경기,2,새누리당,홍준표,문재인,44.7 ,12.69544895,286.7660404,81198,17.62,39723
4118,41271,경기 안산시상록구,경기,3,국민의당,안철수,문재인,44.7 ,12.69544895,286.7660404,81198,24.43,55067
4118,41271,경기 안산시상록구,경기,4,바른정당,유승민,문재인,44.7 ,12.69544895,286.7660404,81198,6.34,14307
4118,41271,경기 안산시상록구,경기,5,정의당,심상정,문재인,44.7 ,12.69544895,286.7660404,81198,7.34,16558
4119,41273,경기 안산시단원구,경기,1,더불어민주당,문재인,문재인,44.6 ,12.47281893,350.3226083,84857,43.3,80771
4119,41273,경기 안산시단원구,경기,2,새누리당,홍준표,문재인,44.6 ,12.47281893,350.3226083,84857,18.15,33862
4119,41273,경기 안산시단원구,경기,3,국민의당,안철수,문재인,44.6 ,12.47281893,350.3226083,84857,24.54,45779
4119,41273,경기 안산시단원구,경기,4,바른정당,유승민,문재인,44.6 ,12.47281893,350.3226083,84857,6.4,11938
4119,41273,경기 안산시단원구,경기,5,정의당,심상정,문재인,44.6 ,12.47281893,350.3226083,84857,7.1,13251
4120,41281,경기 고양시덕양구,경기,1,더불어민주당,문재인,문재인,46.9 ,13.10658095,354.815299,92031,41.95,120063
4120,41281,경기 고양시덕양구,경기,2,새누리당,홍준표,문재인,46.9 ,13.10658095,354.815299,92031,19.27,55157
4120,41281,경기 고양시덕양구,경기,3,국민의당,안철수,문재인,46.9 ,13.10658095,354.815299,92031,21.51,61581
